mirna,71f38728-5265-4317-a9da-95129726fe2b,74c57e6a-badb-4c90-817f-f265e9f0eae7,cba39ceb-4b7e-49cb-8b01-c44b7e70ad25,0b85120a-29ec-4948-9eb3-dbea5709cb31,2bff15a5-c2ca-4529-ba3a-3042c0de59f3,b789f2c1-a793-41c3-80b1-781e3fe6dbca,b2c1efd2-e611-4dc8-bde7-cb6c2286fdaf,e48a4127-695e-47d7-8949-db5e12abe3ff,b46f17b8-62c8-4882-9978-d9c4d1b02d3a,a1ed6dca-3f6a-4824-887b-70cadb2f720c,bc30ca6a-982b-4ba1-85a2-2e4adeba535a,eb05707c-be5a-4faf-ac42-7e5ca6af53e2,65126cbb-60a9-41d4-9fa5-6acd91bf53e1,c329df5e-f892-4e34-a575-947b80e0f6fa,ef99ae23-c33f-49f4-9757-7bb6d944b622,054d6883-9f0f-451e-a26d-cf0ff741afa4,4821e883-36ff-4203-ab40-e1343b3c7017,5a60bc87-bd7f-4e42-bdd5-cdb6af087758,1af6794a-2d3e-4a93-81e5-accc366c6922,191540a1-8853-4b2f-b7ff-2848bbee4c2b,5a41d026-6876-4db0-b8bf-a15fc771d1be,5c50f5de-8495-43d9-a6af-1a0cdec79f9e,99359a4e-5bd3-4a80-99a4-f00be159e0ea,1022aa8a-ff64-4756-b20f-43a12a53efc1,af68c263-395e-49d7-9595-024857785b06,e3476c1f-d114-40df-8968-a8f51a0b6484,ee84d78c-72dd-4b1d-ac4b-402c9b19d3c2,966f9637-a03c-41a8-9958-ea22ca86fed8,9e44b206-f1ff-4285-9dea-c848c7f47e9c,92c40bfa-1683-461e-bac4-6f573534d2e6,f16f009f-c863-43a8-94bf-f24ed4fde296,4328f48c-5c7d-4ec4-98fc-f4a28674c49f,d6c77415-a3c1-4627-a0ab-dacdac3db507,fa288f78-75ff-4f7a-aa86-3e99857e47e8,c5415243-f09a-4d9e-80d6-c1df7e6c9e3d,a5400877-bf80-4332-a111-8ef646135782,cd925bc2-7870-4fbd-829e-8797bd839539,98c6443e-64f7-438c-bbe1-bea65458e98b,31894502-e558-4758-9bf6-1181ccb38412,8b2999ed-78b2-4ced-adf4-b7ffbfee4b7f,41dbd6ab-871d-4ee4-be13-392b4995f6ce,937c07c2-b2a5-4b3f-a5e1-09edc7fa9bf5,2a3fd28d-255b-4079-8348-029bd0755803,3e0ad2f4-16c0-4c3f-a5c5-414e4f495b48,b7b6e492-59b0-45f5-aaff-051c2cab5ee8,3c41e7b2-52f5-4f92-9ab9-b92846e972ba,2e354ad2-e897-44e9-8c6f-341fc5d878ec,db7aa78b-4bb9-4d89-9219-bc93eaa277a2,3ef75f19-8b1a-4d77-a84a-f89e9869c0bb,94daa651-5d59-4a69-bfd0-b95e146cee04,2e1de344-442c-4c2b-929a-74021d92c95b,7e4b904e-cacd-4c36-a5ad-0923bec03578,428c71b7-7fa6-4b34-b85c-bc67329db834,7843d077-04e2-41d2-bd64-73edd83e9c1f,6f335026-6df0-43f8-8076-fb6534e4420f,fb898446-9ba2-47d5-b86f-41a424c6fc38,f9b88865-6e80-46ed-98aa-6d81ba5d4a02
hsa-mir-626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-627,3,2,2,1,0,2,8,5,5,1,11,0,3,3,2,1,4,0,3,2,2,3,2,3,4,3,3,2,2,3,1,0,0,4,2,2,7,0,2,0,3,3,10,6,5,7,9,12,7,5,3,3,0,0,2,2,3
hsa-mir-628,34,107,154,63,142,181,101,39,86,77,96,239,32,59,274,81,111,64,68,90,93,43,24,129,196,73,64,42,193,232,61,152,113,66,13,165,265,141,114,228,51,50,74,96,82,119,168,106,207,275,21,348,40,54,81,199,69
hsa-mir-629,307,404,405,153,282,507,2824,215,217,189,121,332,528,70,186,225,375,182,163,162,368,1325,174,530,573,130,237,246,869,421,178,171,68,362,386,1401,293,315,406,484,36,238,283,245,414,375,571,171,320,352,459,673,142,188,236,459,150
hsa-mir-630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-631,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-632,0,1,1,0,0,1,9,0,1,7,0,0,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,3,0,1,0,0,0,0,1,0,1,2,0,0,0,0,3,0,2,2,3,3,1,1,0,0,0,2,1,1
hsa-mir-633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-636,0,2,1,0,7,2,6,0,0,1,1,2,0,0,1,0,2,0,0,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,1,1,0,1,0,1,0,1,3,0,0,0,0,0
hsa-mir-637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-639,2,1,0,2,3,0,3,0,3,0,1,3,0,0,2,2,0,0,0,0,0,1,0,1,3,0,1,1,3,2,0,0,0,0,0,2,2,2,2,6,1,0,0,2,1,0,2,2,1,1,1,1,0,0,1,1,1
hsa-mir-640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-641,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
hsa-mir-642a,16,28,1,4,14,11,125,4,19,22,5,1,27,8,1,1,6,3,2,12,6,15,7,36,27,18,0,4,9,37,14,11,0,10,12,6,38,8,1,17,5,17,7,8,8,9,9,4,15,15,7,10,8,11,8,35,3
hsa-mir-642b,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-643,4,1,1,0,2,8,10,1,1,1,0,1,2,0,2,1,1,6,1,1,1,13,1,8,5,3,2,1,2,2,1,3,0,1,0,3,3,0,2,4,0,1,1,3,2,7,3,2,2,1,0,10,0,1,1,1,1
hsa-mir-644a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hsa-mir-650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6501,0,2,7,1,9,14,1,2,1,2,2,1,0,2,2,1,1,0,1,2,1,1,4,0,3,0,0,0,1,0,0,0,1,0,3,0,2,1,0,7,0,0,0,6,2,0,0,2,1,0,0,3,0,1,0,1,3
hsa-mir-6502,0,0,0,1,6,2,0,1,1,2,1,0,0,1,0,0,0,2,1,0,1,1,0,0,0,3,0,1,3,1,0,0,0,1,0,0,4,1,0,3,0,0,2,0,1,1,0,1,0,1,0,4,1,0,1,0,0
hsa-mir-6503,1,1,0,1,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,1,2,1,0,1,0,1,0,0,3,0,4,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,1
hsa-mir-6504,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-mir-6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6506,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
hsa-mir-6507,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-mir-6508,0,1,0,0,0,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0
hsa-mir-6509,2,3,1,0,3,5,11,0,0,0,4,1,0,1,0,0,3,1,3,3,4,8,0,1,8,3,2,0,5,5,1,1,3,1,0,2,1,0,0,4,1,1,1,0,1,2,4,1,1,0,0,5,2,0,0,2,3
hsa-mir-651,9,3,2,2,5,11,40,1,9,1,10,1,6,1,2,8,4,7,1,1,13,17,0,7,3,6,17,5,4,8,3,4,2,7,6,9,2,4,13,18,0,0,6,5,10,6,41,3,15,20,7,6,0,7,3,7,2
hsa-mir-6510,3,2,1,1,29,4,7,2,1,0,0,2,6,0,2,2,1,0,5,1,0,3,3,0,5,2,2,1,15,3,4,2,2,2,3,3,4,9,0,2,1,1,1,11,2,43,1,2,2,1,10,59,0,34,2,2,6
hsa-mir-6511a-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6511a-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6511a-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6511a-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6511b-1,2,6,4,3,11,0,7,2,1,0,2,3,4,0,2,2,3,1,2,2,6,10,6,3,2,0,1,3,4,1,0,5,0,5,1,4,2,9,1,2,0,8,1,1,2,1,1,2,5,2,1,5,0,2,6,2,0
hsa-mir-6511b-2,3,8,2,1,4,1,7,3,0,2,1,1,3,0,1,0,3,0,5,0,6,5,3,2,1,3,6,4,1,4,1,5,0,5,0,8,2,3,4,4,0,8,0,2,1,1,6,2,4,1,1,6,1,4,6,7,1
hsa-mir-6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6513,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6514,1,1,0,0,2,1,5,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,2,0,3,3,1,2,0,1,0,2,0,2,2,5,1,2,0,0,0,0,0,1,0,2,4,3,0,0,1,1,0,0,0
hsa-mir-6515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
hsa-mir-6516,1,0,0,0,4,0,4,1,0,1,3,0,0,0,0,1,0,1,1,1,0,1,1,2,0,1,1,1,3,1,0,0,0,1,0,1,2,5,1,2,1,1,1,0,0,3,0,9,4,0,2,1,0,0,0,0,0
hsa-mir-652,96,79,31,9,44,191,214,29,92,54,93,62,21,10,26,10,92,55,42,14,88,216,40,81,53,16,43,29,28,50,24,39,116,44,31,172,92,103,262,146,11,41,34,54,52,50,61,58,133,46,24,535,13,19,145,53,35
hsa-mir-653,45,46,24,54,15,95,56,2,90,52,9,18,13,19,88,3,6,41,8,5,14,156,5,14,49,21,5,29,71,34,28,20,4,15,32,21,42,41,14,25,13,161,17,15,34,14,44,103,21,29,16,9,16,3,137,16,27
hsa-mir-654,44,51,24,14,35,85,82,46,5,48,45,144,15,3,28,13,30,40,4,2,14,37,42,34,66,48,11,53,95,166,5,20,16,36,24,63,97,363,23,20,9,12,55,28,37,25,49,25,19,7,17,100,17,34,54,43,55
hsa-mir-655,6,3,1,1,0,5,6,5,1,1,7,10,2,1,2,2,2,8,0,2,2,5,2,2,2,7,6,3,2,7,2,1,3,2,5,7,7,39,5,3,0,4,6,1,2,0,8,4,5,6,4,10,5,4,7,4,7
hsa-mir-656,5,2,0,1,1,2,6,4,0,2,0,1,0,0,1,1,0,2,0,1,1,3,0,3,2,2,2,3,0,4,0,0,1,3,2,1,1,5,4,1,0,1,3,0,1,1,2,0,1,0,0,3,0,0,4,0,1
hsa-mir-657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-658,0,0,1,0,3,2,4,0,1,1,1,0,2,1,0,1,3,0,0,0,0,0,0,2,3,0,0,1,2,1,0,0,1,1,0,0,0,1,1,4,1,0,0,2,1,0,0,1,3,1,1,0,0,0,1,2,0
hsa-mir-659,7,4,3,2,6,7,14,4,7,2,4,5,4,7,4,4,1,1,1,3,3,3,3,7,7,1,5,3,8,8,1,6,1,1,2,6,10,11,6,14,0,2,3,5,3,4,3,4,8,3,2,8,0,3,4,6,4
hsa-mir-660,63,57,58,24,68,59,250,7,42,19,55,50,41,37,18,45,45,65,67,41,42,184,9,48,83,35,54,98,82,40,29,39,37,29,56,37,89,87,72,133,7,34,39,51,20,37,58,22,37,64,43,41,9,17,32,93,42
hsa-mir-661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
hsa-mir-663a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-663b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-664a,74,55,48,28,131,83,129,56,49,33,65,54,49,38,69,56,99,131,96,30,90,56,57,298,79,58,52,59,78,97,26,85,15,31,37,23,86,60,59,45,21,126,28,39,57,52,49,73,159,72,50,186,6,75,296,96,22
hsa-mir-664b,13,6,8,3,10,10,24,6,2,9,8,3,2,3,2,9,9,11,3,2,4,5,10,16,8,4,9,5,3,10,0,7,2,3,2,5,13,11,11,9,5,14,3,1,3,4,8,11,13,11,5,14,3,1,26,8,3
hsa-mir-665,1,3,0,0,0,1,1,0,0,4,1,3,2,0,4,0,0,0,0,0,0,2,1,0,1,2,0,0,2,9,0,1,2,1,0,1,0,14,0,0,1,0,2,0,1,0,2,2,1,0,0,5,0,0,2,0,2
hsa-mir-668,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-mir-670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-671,30,23,5,6,22,18,107,14,20,11,16,13,14,15,9,15,8,14,17,15,16,35,9,20,31,11,14,10,78,41,11,23,14,20,11,24,16,57,32,37,5,9,18,11,11,6,28,14,34,25,13,55,1,9,24,22,20
hsa-mir-6715a,1,0,0,0,0,4,1,1,2,1,1,2,1,5,0,1,0,0,0,0,6,2,0,0,0,1,0,0,6,0,0,1,4,0,0,0,0,0,2,0,2,3,0,0,0,3,2,1,2,1,2,9,0,7,11,7,1
hsa-mir-6715b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-mir-6716,2,1,4,1,2,3,7,3,0,1,0,2,1,0,0,0,0,0,0,0,1,4,2,3,0,3,1,0,1,6,1,0,0,2,0,1,7,4,7,0,1,1,1,1,1,0,2,0,1,0,0,7,2,0,3,1,0
hsa-mir-6717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6718,2,1,2,2,2,0,1,1,2,1,1,2,1,0,3,0,0,2,3,0,3,0,6,2,1,0,1,3,3,1,2,0,2,1,1,4,0,1,0,6,0,3,0,2,2,1,2,4,3,1,2,1,0,0,0,9,1
hsa-mir-6719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6720,0,0,1,0,0,1,3,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,1,0,2,1,0,2,2,1,1,0,2,0,0,1,2,1,1,2,0,0,0,0,3,0,0,0,1,0,1,2,1,0,0,0,0
hsa-mir-6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
hsa-mir-6722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6723,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1
hsa-mir-6724-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6724-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6724-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6724-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6726,0,0,2,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0
hsa-mir-6727,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
hsa-mir-6728,0,0,2,0,9,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
hsa-mir-6729,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
hsa-mir-6730,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
hsa-mir-6731,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-mir-6732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-mir-6733,0,0,0,0,2,1,1,1,0,2,1,1,1,0,0,1,2,1,0,0,0,3,0,1,1,0,0,0,0,5,0,0,0,1,0,0,1,0,3,3,0,1,0,3,0,0,1,2,2,0,1,1,0,0,0,0,1
hsa-mir-6734,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,1,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
hsa-mir-6735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
hsa-mir-6736,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-mir-6737,0,1,1,0,3,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,2,2,2,1,0,2,0,0,0,4,1
hsa-mir-6738,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-mir-6739,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,2,0,0,0,3,0
hsa-mir-6740,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6741,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
hsa-mir-6742,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
