accession_id,is_expressed,6dc4e6bf-a8f6-4280-af19-5ed501969f01,86e3408b-76a3-4834-b85e-4d2a07677304,a44df6fa-36a7-4500-90fd-d62baf48ef52,3abbb570-87ad-44c5-b66d-141f63b0ca8b,a4fc56a4-2493-451a-9b30-5aa38258bcce,be8e6554-07ae-4ec2-8be0-8598556467c9,d68e848a-5464-4471-88bd-3faf7e088d91,f3a7612e-35c3-43be-8f96-795874f8225c,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,0f40e7fd-789f-49f7-a797-76bbe3c84f47,e83d4619-5e2b-4da7-8c05-93611ea76c85,f424bcaa-7212-4abc-8110-cff56b85c85a,86b5eaae-717c-4806-be60-7ffcab935908,265fa10b-9393-4c95-99a0-df47069deaac,ff79f645-81f1-4a3b-ae72-adc169f30143,ed76d786-d744-4067-b288-5fe2dc06a310,52fed7ff-b663-4fc1-a294-57776659175a,8f6d8863-21b1-4469-b233-21bb7c9b954c,41cd380c-ab97-451e-80b7-3d9653a1e909,e351b00e-5462-4be5-a57c-162a9b7b996e,ddde9a13-c70c-464c-8066-65a88ab92dc7,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,8ecef704-ed0f-4700-a34e-46a174033332,02fc7dd7-7e17-4930-8424-52173c33b29b,e896f815-d8df-42cc-bdf6-04deb50f6c1a,37fb952c-2a89-4903-98b9-6f6d36743218,85236a1e-2adb-459b-b868-b9486d9a285e,557f6cb1-95e3-4c8c-b253-538a415b0d07,d0982681-8799-412d-a868-81078e4a6560,0f7a5400-3b1d-42d3-b47a-2979084bf616,7e975ee3-173d-4315-aacf-c201122d9868,81ec1c9c-36c0-48e8-929a-8273d1d3febe,eaf6af76-2b28-4128-9371-a3d928d72370,8334ded1-3815-4766-8861-6fa8313fab6b,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,aef6b437-1da5-4f69-970b-977cdc9cd5c5,3be37b85-90eb-4f47-909a-8be730172d92,0895e2a3-5571-4ee2-b715-a424d0c9fec4,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,f4987886-cc3e-4423-84ae-84911abcd473,d7438c8a-6e39-4139-92e7-2aa05bae5d40,91b36078-362b-4909-ac90-1b2d1ea4a545,415d3af2-fc41-43d5-b185-6a09946b9e84,a00a04b4-8de5-4f18-9dc2-531e21aa5167,dc300e50-f729-4d0e-8a33-606e95d91c95,585f73db-7dc1-49d8-a601-f8d33b318a95,646eb67c-2e86-4f89-867f-78c31eff5fe0,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aafbf8fb-290d-408e-b104-241b7d492895,3d4b6861-2763-451d-ae0a-6a5adfc591ec,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,a576843f-a9f7-47cf-a52f-7f01066fa160,54fb48bb-ab47-4870-beb0-5713d15d8b58,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f
MIMAT0017988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MIMAT0017990,1,5,45,59,7,13,49,35,10,11,35,24,15,92,51,19,41,49,38,8,26,12,55,2,10,18,16,24,44,12,33,75,19,12,3,16,62,43,71,20,8,20,24,9,33,12,17,31,16,23,13,21,24,51,24,83,49
MIMAT0017991,0,2,0,0,1,0,2,0,1,0,2,0,2,2,0,0,2,2,0,0,1,1,4,2,0,0,0,1,1,3,0,0,0,0,0,5,2,1,4,1,0,1,1,1,2,1,2,2,1,1,0,2,1,6,2,3,4
MIMAT0017992,1,2,58,8,18,39,4,0,2,2,3,1,0,12,2,4,1,3,3,16,42,27,19,18,3,4,10,10,0,24,12,0,3,1,4,4,5,0,10,6,8,1,10,2,1,2,4,3,3,2,5,8,12,35,2,42,11
MIMAT0017993,0,10,17,2,9,9,0,0,0,0,1,0,0,7,2,4,0,1,2,1,8,5,5,3,2,3,2,2,2,5,4,3,2,0,2,0,0,1,1,2,2,2,3,1,1,1,4,0,0,1,1,3,3,9,2,15,4
MIMAT0017994,1,0,3,4,6,5,9,1,2,2,3,3,2,15,6,11,14,6,1,2,6,12,5,6,0,6,8,2,1,4,15,9,3,4,3,10,9,3,8,7,3,13,3,0,0,4,2,1,0,5,1,3,6,3,173,3,6
MIMAT0017995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MIMAT0017996,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
MIMAT0017997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0017998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0017999,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4,1,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,1,0
MIMAT0018000,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIMAT0018001,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,3,1,0,1
MIMAT0018004,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1
MIMAT0018006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
MIMAT0018065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIMAT0018070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018071,0,0,4,3,3,3,5,1,0,0,1,2,0,3,2,3,5,1,2,1,6,4,10,2,4,2,0,1,3,4,6,1,3,1,1,8,2,0,1,0,1,4,2,5,7,1,2,1,0,3,1,6,5,3,4,3,3
MIMAT0018072,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0018073,1,2,38,33,12,4,26,61,6,11,4,16,15,29,29,16,16,18,13,12,19,23,17,26,10,20,19,5,27,23,32,18,10,7,27,2,21,8,15,12,16,8,14,7,1,17,21,23,10,5,4,13,23,42,27,28,16
MIMAT0018074,0,0,1,5,0,0,1,0,0,0,0,1,0,0,0,2,1,3,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,2,0,0
MIMAT0018075,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
MIMAT0018076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIMAT0018077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018081,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
MIMAT0018082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018083,0,0,2,0,1,4,2,0,1,0,3,2,0,1,2,4,1,1,3,1,2,1,4,0,1,0,0,0,1,5,2,0,1,1,0,0,0,1,2,0,5,0,0,0,0,5,1,2,13,4,8,0,2,4,1,0,0
MIMAT0018086,0,1,3,9,4,10,4,3,0,0,2,3,2,3,5,1,1,3,1,2,5,1,3,0,1,0,2,0,3,0,8,0,2,3,1,0,2,0,1,4,1,0,1,0,3,4,2,0,4,3,0,0,1,9,2,1,5
MIMAT0018089,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0018090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018101,1,2,32,30,31,20,16,14,10,1,9,72,52,36,76,44,93,88,59,8,87,211,93,8,12,25,43,27,21,44,152,23,38,67,9,2,24,7,155,47,11,35,19,3,31,30,11,15,22,3,13,10,118,32,47,180,55
MIMAT0018102,0,0,1,0,0,5,0,1,0,3,1,4,3,5,8,3,2,0,1,0,10,2,1,6,2,2,4,0,2,0,4,6,1,1,0,0,2,4,3,1,0,2,0,2,0,0,0,0,0,0,1,0,4,0,18,2,1
MIMAT0018103,0,0,0,4,0,3,0,0,0,1,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
MIMAT0018104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIMAT0018106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0
MIMAT0018107,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,2,0,0,1,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,0
MIMAT0018108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIMAT0018110,0,1,4,2,3,2,6,1,2,0,3,3,2,6,7,6,6,4,2,3,5,0,5,3,1,6,5,0,5,6,4,4,1,2,1,0,5,0,4,3,2,0,0,1,2,1,2,1,6,6,1,2,1,1,10,9,3
MIMAT0018112,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,1
MIMAT0018116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
MIMAT0018119,0,0,5,0,0,1,5,0,1,0,0,2,0,0,1,0,0,0,0,0,4,0,2,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,8,2,2,1,0,1,0,0,0,0,0,0,1,6,1,0,0,0,3
MIMAT0018120,0,1,0,0,0,2,2,0,0,0,2,0,0,0,1,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0
MIMAT0018121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIMAT0018122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018183,0,0,3,0,2,2,0,0,0,0,1,0,4,1,3,0,0,0,1,0,0,0,0,0,1,0,1,1,4,1,1,2,0,0,0,1,2,2,3,1,1,0,0,0,2,0,1,2,1,0,0,0,0,2,6,3,0
MIMAT0018184,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
MIMAT0018185,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,7,2,0,0
MIMAT0018186,0,0,3,0,0,1,0,1,0,0,0,3,2,1,1,2,0,1,0,0,1,2,1,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,1,0,1,2,1,4,1,0,0,0,0,0,1,0,1,6,0,2
MIMAT0018187,1,0,9,3,3,4,5,6,1,10,3,5,18,8,19,1,2,2,3,2,8,2,19,1,3,9,3,2,20,12,10,1,4,2,2,5,8,3,7,11,2,4,7,3,3,5,1,4,6,5,1,6,12,7,33,24,3
MIMAT0018188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018191,0,0,3,0,0,1,0,3,0,2,0,1,2,5,1,2,5,0,1,2,7,1,5,1,1,6,1,0,0,3,9,4,1,1,2,0,3,1,7,9,1,4,0,0,1,2,8,0,0,0,1,2,2,8,2,0,6
MIMAT0018192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018193,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018194,1,0,10,14,15,4,34,1,1,0,6,8,19,17,15,3,7,38,10,8,12,15,15,3,8,146,7,67,19,6,44,5,15,49,5,15,42,5,2,20,39,61,4,6,3,9,26,1,20,7,6,36,8,118,4,33,31
MIMAT0018195,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0
MIMAT0018196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018197,0,0,2,1,1,1,3,1,0,0,1,5,1,4,3,1,0,1,3,0,8,3,4,1,0,7,1,0,1,4,1,0,4,2,0,0,1,0,2,1,0,0,1,0,0,1,1,1,0,1,0,1,3,3,9,2,0
MIMAT0018198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MIMAT0018200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018201,0,2,3,0,2,1,2,0,2,1,1,2,1,2,2,1,1,5,2,1,3,1,3,0,1,2,1,0,0,1,1,1,1,2,0,1,3,1,2,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,5,6
MIMAT0018202,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0
MIMAT0018203,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
MIMAT0018204,0,0,4,0,1,1,0,0,1,0,0,2,0,0,0,0,1,4,1,0,1,0,1,0,0,0,2,0,5,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,3,1,1,3,0,1,1,0,5,1,1
MIMAT0018205,1,2,8,6,8,3,1,12,1,2,3,0,7,8,6,14,9,4,7,1,7,4,3,9,4,6,5,0,12,11,12,2,2,0,2,5,11,3,6,13,1,7,0,2,4,3,7,0,7,3,6,9,19,3,17,18,5
MIMAT0018206,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1
MIMAT0018349,0,4,4,1,5,1,2,3,0,2,2,3,0,4,7,2,1,0,3,0,4,0,0,0,0,1,0,5,1,5,5,1,1,0,1,0,2,0,1,2,0,1,0,0,3,6,2,2,8,1,3,1,1,8,2,2,4
MIMAT0018350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018354,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,12
MIMAT0018355,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018356,0,1,5,0,0,4,0,1,0,1,3,0,2,3,1,1,0,1,1,1,1,2,1,0,1,1,2,5,2,5,1,0,0,0,0,0,1,1,3,2,1,0,1,1,1,1,1,1,2,0,2,5,0,2,19,2,0
MIMAT0018358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0
MIMAT0018359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018360,0,0,4,0,0,0,0,2,0,0,0,1,0,1,1,3,0,0,2,0,1,1,1,1,1,0,2,0,0,2,2,0,0,0,0,1,0,0,1,6,0,0,1,0,0,1,1,0,0,1,0,1,0,2,9,1,0
MIMAT0018443,1,0,3,23,5,1,22,0,5,8,0,10,1,1,19,9,1,3,0,1,4,1,8,12,3,3,2,0,1,2,15,6,5,1,0,0,23,0,0,0,0,0,0,6,0,0,0,0,0,16,0,0,1,2,0,13,3
MIMAT0018445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
MIMAT0018926,0,0,2,0,0,1,1,0,0,0,1,0,0,0,4,1,0,2,1,0,2,1,1,0,0,2,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,2,0,1,3,2,0,0,1
MIMAT0018928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIMAT0018934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIMAT0018935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
MIMAT0018936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIMAT0018940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIMAT0018944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIMAT0018947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
MIMAT0018949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018950,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,1,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIMAT0018951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
MIMAT0018953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0018960,0,0,1,3,0,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2
MIMAT0018961,0,0,1,0,0,2,2,0,0,2,0,0,1,1,1,0,2,1,0,0,4,0,5,3,0,3,1,0,2,4,2,1,1,0,1,0,2,0,9,1,0,0,0,2,0,0,0,0,0,0,0,2,2,0,4,1,7
MIMAT0018962,0,0,2,6,0,4,9,2,1,1,0,1,1,2,1,2,5,7,2,1,3,1,10,3,1,7,2,0,2,1,1,0,3,0,0,0,4,1,2,0,4,3,1,1,4,2,3,2,2,1,3,4,5,4,12,11,2
MIMAT0018963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018965,0,1,0,3,6,0,1,0,2,0,3,2,2,0,6,0,3,7,1,1,6,7,0,1,0,1,0,0,5,4,2,2,0,1,1,1,0,1,0,2,0,14,0,3,6,9,1,3,6,0,10,0,8,12,9,1,13
