accession_id,f3a7612e-35c3-43be-8f96-795874f8225c,3abbb570-87ad-44c5-b66d-141f63b0ca8b,dc300e50-f729-4d0e-8a33-606e95d91c95,a00a04b4-8de5-4f18-9dc2-531e21aa5167,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,557f6cb1-95e3-4c8c-b253-538a415b0d07,ed76d786-d744-4067-b288-5fe2dc06a310,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,37fb952c-2a89-4903-98b9-6f6d36743218,a576843f-a9f7-47cf-a52f-7f01066fa160,0f40e7fd-789f-49f7-a797-76bbe3c84f47,ddde9a13-c70c-464c-8066-65a88ab92dc7,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aef6b437-1da5-4f69-970b-977cdc9cd5c5,8ecef704-ed0f-4700-a34e-46a174033332,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,be8e6554-07ae-4ec2-8be0-8598556467c9,d7438c8a-6e39-4139-92e7-2aa05bae5d40,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,e83d4619-5e2b-4da7-8c05-93611ea76c85,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,f424bcaa-7212-4abc-8110-cff56b85c85a,e896f815-d8df-42cc-bdf6-04deb50f6c1a,85236a1e-2adb-459b-b868-b9486d9a285e,a4fc56a4-2493-451a-9b30-5aa38258bcce,6dc4e6bf-a8f6-4280-af19-5ed501969f01,7e975ee3-173d-4315-aacf-c201122d9868,52fed7ff-b663-4fc1-a294-57776659175a,d68e848a-5464-4471-88bd-3faf7e088d91,81ec1c9c-36c0-48e8-929a-8273d1d3febe,0f7a5400-3b1d-42d3-b47a-2979084bf616,8334ded1-3815-4766-8861-6fa8313fab6b,0895e2a3-5571-4ee2-b715-a424d0c9fec4,585f73db-7dc1-49d8-a601-f8d33b318a95,02fc7dd7-7e17-4930-8424-52173c33b29b,41cd380c-ab97-451e-80b7-3d9653a1e909,54fb48bb-ab47-4870-beb0-5713d15d8b58,415d3af2-fc41-43d5-b185-6a09946b9e84,265fa10b-9393-4c95-99a0-df47069deaac,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f,8f6d8863-21b1-4469-b233-21bb7c9b954c,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,86e3408b-76a3-4834-b85e-4d2a07677304,f4987886-cc3e-4423-84ae-84911abcd473,86b5eaae-717c-4806-be60-7ffcab935908,e351b00e-5462-4be5-a57c-162a9b7b996e,3be37b85-90eb-4f47-909a-8be730172d92,3d4b6861-2763-451d-ae0a-6a5adfc591ec,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,eaf6af76-2b28-4128-9371-a3d928d72370,d0982681-8799-412d-a868-81078e4a6560,a44df6fa-36a7-4500-90fd-d62baf48ef52,646eb67c-2e86-4f89-867f-78c31eff5fe0,91b36078-362b-4909-ac90-1b2d1ea4a545,aafbf8fb-290d-408e-b104-241b7d492895,ff79f645-81f1-4a3b-ae72-adc169f30143
MIMAT0018951,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018960,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,1,0,0,0,2,1,0,0,1,0,0,2,1,1,1,0,0,0,1,0,0,0,1,3,0,0,0,0
MIMAT0018961,0,0,0,0,2,2,2,5,1,4,0,0,0,0,3,0,2,2,2,0,0,1,3,0,2,0,1,1,0,1,2,1,1,0,0,0,1,0,1,7,0,0,1,0,1,4,9,2,0,0,4,0,0,0,2,0
MIMAT0018962,1,0,2,3,1,2,5,10,2,12,0,1,3,1,3,3,9,1,4,1,4,1,7,0,4,0,0,7,2,3,1,0,0,2,1,1,11,2,1,2,2,0,2,1,2,3,2,5,4,0,1,6,1,4,4,2
MIMAT0018963,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018965,2,6,3,1,0,5,3,0,0,9,3,7,10,1,1,14,1,3,0,2,12,2,1,0,0,1,2,7,0,0,2,1,2,6,0,1,1,9,6,13,1,1,0,0,0,6,0,8,0,1,4,3,0,6,0,0
MIMAT0018967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018968,0,0,0,0,0,1,3,0,0,5,0,0,0,0,2,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,3,1,1,0,0,0,2,0,1,1,1,0,2,0,1,1,0,4,0,1,2,5,1,0,0,0
MIMAT0018971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0018973,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
MIMAT0018975,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1
MIMAT0018976,0,1,0,0,1,0,3,0,0,1,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,1,6,1,0,1,1,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
MIMAT0018982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIMAT0018983,1,2,6,1,0,7,15,0,1,8,1,9,0,1,2,2,8,1,0,0,10,1,1,0,1,2,0,9,0,6,4,0,2,0,1,0,0,3,1,3,0,1,1,2,1,5,9,6,0,1,1,0,4,2,1,2
MIMAT0018988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0018993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIMAT0018996,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
MIMAT0018997,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
MIMAT0018998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019000,0,3,0,1,1,2,0,1,1,2,1,1,0,0,1,2,1,0,0,2,0,1,1,1,0,0,2,4,4,1,3,0,0,0,0,2,1,0,1,2,1,0,3,0,4,0,8,1,1,2,0,1,2,3,0,0
MIMAT0019006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MIMAT0019011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019016,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019018,0,0,0,0,0,1,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,3,1,0,0,3,0,0,1,0,2
MIMAT0019021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0019022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIMAT0019026,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7,2,4,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,2,0,2,0,0,0,1,1,0,0,0,0,1,0
MIMAT0019029,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0
MIMAT0019031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0019033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019037,1,6,3,2,4,1,29,1,0,32,0,0,3,0,7,26,1,4,2,6,16,1,11,2,5,0,16,2,1,0,2,3,18,6,2,0,1,1,3,19,0,0,8,4,1,5,11,1,3,1,3,7,0,1,0,14
MIMAT0019041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
MIMAT0019048,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019054,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,1
MIMAT0019055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0019056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MIMAT0019058,0,0,2,0,1,1,1,0,0,1,0,2,0,1,0,0,1,0,7,2,2,0,2,0,2,0,5,0,0,0,4,1,4,0,0,3,0,0,1,2,0,0,0,0,0,1,3,1,0,0,2,2,0,1,1,0
MIMAT0019059,0,1,224,0,1,0,0,2,9,0,1,0,0,0,0,281,1,0,0,0,1,0,3,33,0,0,145,117,0,0,0,0,1,12,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,2,1,27,0,8,0
MIMAT0019060,0,0,0,1,0,0,0,0,0,2,1,2,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,1,1,4,0,0,3,0,1,0,0,1,0,0,1,0,0
MIMAT0019061,0,6,0,0,0,0,2,0,0,5,0,0,0,0,4,0,0,0,0,0,7,7,4,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,2,1,1,1,0,0,0,0,0,0,1,1
MIMAT0019062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIMAT0019064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIMAT0019068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0
MIMAT0019072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019074,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MIMAT0019079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIMAT0019201,0,0,0,0,0,0,1,1,0,8,0,0,2,1,1,1,0,0,1,1,5,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,5,1,1,0,2,1,0,0,0,1,3
MIMAT0019202,3,3,0,0,3,0,3,0,2,2,0,2,0,0,1,0,3,1,3,0,1,4,2,1,0,0,1,1,1,1,0,0,0,1,1,0,2,0,2,1,1,0,0,2,2,7,2,1,1,0,2,1,0,2,0,1
MIMAT0019204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIMAT0019205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIMAT0019206,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,3,1,0,0,1,2,0,4,0,0,0,0,2,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,4,0,0
MIMAT0019207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019208,64,15,12,26,10,56,37,27,47,68,40,33,29,90,34,94,74,8,93,15,277,60,48,14,116,31,11,52,46,16,135,22,39,120,2,13,143,16,21,25,42,15,27,15,21,8,114,73,11,26,20,57,25,195,23,42
MIMAT0019209,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0
MIMAT0019210,0,0,0,1,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5,3,0,1,1,0,1,0,1,0,0,0
MIMAT0019211,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,2,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,0,1,0,1,1,0,0
MIMAT0019214,0,1,1,0,1,1,0,0,0,1,6,0,0,1,1,1,4,2,3,2,4,0,0,1,0,2,2,2,3,0,2,1,2,1,0,1,2,1,2,2,0,0,0,0,0,11,1,1,0,0,2,0,1,0,0,2
MIMAT0019215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019216,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019218,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,1,0,1,0,0,3,0,0,0,0,0
MIMAT0019219,0,0,0,0,0,1,0,0,0,9,1,0,0,0,1,4,2,0,2,0,3,2,0,1,0,2,0,1,5,3,6,0,1,0,0,1,1,0,0,0,0,0,1,2,3,1,4,3,0,0,1,2,0,3,2,0
MIMAT0019220,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,5,0,0,0,2,1,1,1,0,0,1,0,7,0,0,0,1,0,0,0,2,1,0,1,2,3,1,3,0,0,1,0,0,0,2,0
MIMAT0019221,1,8,2,3,1,1,17,12,7,15,1,17,0,2,1,4,6,2,3,7,3,7,9,0,1,0,4,9,0,6,35,3,9,2,0,2,26,4,7,5,4,0,7,1,3,5,9,14,0,10,5,5,3,1,2,4
MIMAT0019222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIMAT0019225,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,2,0,2,0,0,0,1
MIMAT0019226,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MIMAT0019227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019229,0,4,2,0,1,0,2,0,2,37,1,1,0,1,7,0,1,0,2,0,1,0,3,1,6,0,0,0,2,1,11,1,10,1,3,3,1,0,1,0,2,0,4,0,6,2,0,3,1,1,4,1,1,0,1,1
MIMAT0019230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MIMAT0019231,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIMAT0019232,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,3,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0
MIMAT0019233,0,0,0,0,0,2,0,0,0,2,0,2,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
MIMAT0019236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MIMAT0019688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
MIMAT0019690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIMAT0019693,0,3,0,0,0,5,0,0,0,0,3,0,0,0,1,0,0,0,1,2,1,1,2,0,0,0,0,6,5,0,0,0,1,4,0,0,0,0,1,0,0,0,0,3,0,7,0,0,0,1,1,1,1,0,0,0
MIMAT0019695,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MIMAT0019696,2,1,0,2,1,3,7,3,15,19,0,12,1,2,1,0,0,0,5,5,4,11,5,3,4,1,4,11,3,0,10,0,2,2,3,4,14,4,2,3,4,1,7,1,3,7,7,10,1,3,11,2,2,3,8,3
MIMAT0019697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019698,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIMAT0019699,0,0,0,0,0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2
MIMAT0019700,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
MIMAT0019701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIMAT0019703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIMAT0019706,0,0,0,0,0,1,0,1,3,0,2,0,0,3,0,1,2,1,1,0,2,0,0,0,0,1,0,3,1,0,1,0,0,0,0,1,3,2,1,0,1,1,4,0,1,0,0,3,1,0,3,0,0,0,2,1
